id,年份,岗位代码,地区,部门名称,职位,学历,专业,招考人数,报考人数,分数线,最高分
106507,2019,30127,亳州,利辛县公安局,人民警察,本科,不限,1.0,63.0,70.0,70.0
106508,2014,30128,亳州,利辛县公安局,人民警察,专科,不限,4.0,68.0,47.0,64.0
106509,2022,30129,亳州,利辛县发展和改革委员会,经济管理,本科,经济学类,2.0,1.0,49.0,80.0
106510,2018,30130,亳州,利辛县发展和改革委员会,经济管理,本科,不限,1.0,1.0,61.0,70.0
106511,2013,30131,亳州,利辛县审计局,审计综合管理,本科,会计学专业、财务管理专业、审计学专业、财政学专业,3.0,90.0,76.0,75.0
106512,2019,30132,亳州,利辛县市场监督管理局,市场监管,本科,食品科学与工程类,1.0,41.0,74.0,68.0
106513,2022,30133,亳州,利辛县市场监督管理局,市场监管,本科,药学类、中药学类,1.0,99.0,48.0,71.0
106514,2014,30134,亳州,利辛县市场监督管理局,市场监管,本科,机械类、电气类、材料类,2.0,151.0,82.0,68.0
106515,2018,30135,亳州,利辛县市场监督管理局,市场监管,本科,不限,1.0,1.0,78.0,64.0
106516,2018,30136,亳州,利辛县文化旅游体育局,行政管理,本科,管理学门类、汉语言文学专业、新闻学专业,1.0,28.0,89.0,69.0
106517,2019,30137,亳州,利辛县数据资源管理局,信息系统管理,本科,计算机类,4.0,97.0,73.0,77.0
106518,2014,30138,亳州,利辛县乡镇机关,村镇建设管理,专科,不限,4.0,51.0,43.0,70.0
106519,2022,30139,亳州,利辛县乡镇机关,人武专干,专科,人民武装专业（退役军人报考可不限专业）,5.0,11.0,46.0,63.0
106520,2017,30140,亳州,利辛县乡镇机关,村镇建设管理,专科,不限,5.0,604.0,55.0,75.0
106521,2015,30141,亳州,利辛县乡镇机关,村镇建设管理,本科,不限,6.0,186.0,69.0,71.0
106522,2015,30142,亳州,利辛县乡镇机关,村镇建设管理,本科,不限,7.0,15.0,48.0,68.0
106523,2019,30143,亳州,利辛县乡镇机关,村镇建设管理,本科,不限,4.0,89.0,54.0,78.0
106524,2022,30144,亳州,利辛县乡镇机关,村镇建设管理,本科,不限,7.0,77.0,53.0,76.0
106525,2020,30145,亳州,谯城区乡镇机关,综合管理,高中（中专）,不限,1.0,1.0,0.0,0.0
106526,2014,30146,亳州,蒙城县乡镇机关,综合管理,高中（中专）,不限,3.0,1.0,0.0,0.0
106527,2018,90001,六安,中共六安市纪律检查委员会六安市监察委员会机关,执纪监督审查调查,本科,法学专业、法律专业、审计学专业、侦查学专业、经济犯罪侦查专业（具有法律职业资格证书A类的专业不限）,4.0,62.0,53.0,74.0
106528,2017,90002,六安,中共六安市纪律检查委员会六安市监察委员会派驻（出）机构,执纪监督审查调查,本科,法学专业、法律专业、审计学专业、侦查学专业、经济犯罪侦查专业（具有法律职业资格证书A类的专业不限）,1.0,1.0,64.0,72.0
106529,2022,90003,六安,六安市政协办公室,机关文秘,本科,哲学门类、文学门类、历史学门类、管理学门类、经济学门类、工学门类,1.0,215.0,78.0,76.0
106530,2020,90004,六安,中国农工民主党六安市委员会,机关文秘,本科,不限,1.0,326.0,96.0,74.0
106531,2015,90005,六安,六安老年大学办公室,教务管理,本科,广播电视编导专业、舞蹈编导专业、戏剧影视文学专业,3.0,144.0,81.0,67.0
106532,2015,90006,六安,六安老年大学办公室,教务管理,本科,戏剧学专业、戏剧影视导演专业、戏剧教育专业,2.0,1.0,80.0,72.0
106533,2019,90007,六安,六安老年大学办公室,设备、财务管理,本科,自动化类、财务管理专业,4.0,87.0,90.0,79.0
106534,2013,90008,六安,六安市霍邱县生态环境分局,环境管理,本科,环境科学与工程类,1.0,72.0,74.0,75.0
106535,2014,90009,六安,六安市金安区生态环境分局,环境管理,本科,能源与环境系统工程专业、新能源科学与工程专业、储能科学与工程专业、化学专业,1.0,1.0,72.0,72.0
106536,2013,90010,六安,六安市统计局,统计调查,研究生,经济学门类,1.0,1.0,67.0,75.0
106537,2021,90011,六安,六安市供销合作社联合社,组织人事,本科,不限,1.0,1.0,79.0,73.0
106538,2020,90012,六安,六安市红十字会,机关文秘,本科,中国语言文学类、新闻传播学类,1.0,24.0,79.0,75.0
106539,2016,90013,六安,六安市发展和改革委员会（市粮食和物资储备局）市价格认证中心,价格认证,本科,财务管理专业、会计学专业、会计专业、审计学专业,2.0,73.0,91.0,72.0
106540,2017,90014,六安,六安市住房和城乡建设局市城市建设服务中心,城建管理,本科,土木工程专业、城乡规划专业、建筑学专业,1.0,15.0,63.0,78.0
106541,2013,90015,六安,六安市农业农村局市农业综合开发中心,工程管理,本科,水利水电工程专业、农业水利工程专业、农业工程专业,1.0,105.0,50.0,74.0
106542,2017,90016,六安,六安市统计局市统计调查队,统计调查,研究生,经济学门类,4.0,122.0,78.0,74.0
106543,2018,90017,六安,六安市医疗保障局市医疗保障基金管理中心,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业,3.0,138.0,53.0,72.0
106544,2022,90018,六安,中共六安市金安区委党史和地方志研究室（区档案馆）,史志编研与档案管理,本科,计算机类、历史学专业、档案学专业、图书馆学专业,1.0,93.0,66.0,73.0
106545,2017,90019,六安,中共六安市金安区委组织部区党员电化教育中心,党员电化教育,本科,中国语言文学类、行政管理专业,1.0,51.0,89.0,70.0
106546,2013,90020,六安,中共六安市金安区委宣传部区文明建设指导中心,文字宣传,本科,新闻传播学类、中国语言文学类,1.0,1.0,65.0,79.0
106547,2022,90021,六安,金安区供销合作社联合社,农村经济管理,本科,经济学门类,1.0,126.0,91.0,84.0
106548,2022,90022,六安,金安区财政局区非税收入征收管理中心,财务管理,本科,经济学类、财政学类、金融学类、会计学专业、会计专业,2.0,61.0,82.0,80.0
106549,2013,90023,六安,金安区财政局区农村财政管理中心,财务管理,本科,经济学类、财政学类、金融学类、会计学专业、会计专业,1.0,4.0,49.0,74.0
106550,2014,90024,六安,金安区水利局区水土保持中心,水利建设管理,本科,水利类、农业水利工程专业,2.0,114.0,74.0,65.0
106551,2022,90025,六安,金安区卫生健康委员会区老龄事业发展中心,老龄服务,本科,公共卫生与预防医学类,2.0,85.0,56.0,69.0
106552,2016,90026,六安,金安区审计局区经济责任审计中心,审计,本科,审计学专业、会计学专业、会计专业、财务管理专业,2.0,74.0,79.0,72.0
106553,2016,90027,六安,裕安区司法局,司法行政,本科,法学类,1.0,66.0,63.0,64.0
106554,2020,90028,六安,裕安区司法局,司法行政,本科,法学类,1.0,1.0,69.0,69.0
106555,2017,90029,六安,裕安区司法局,司法行政,本科,不限,1.0,74.0,46.0,69.0
106556,2020,90030,六安,裕安区司法局,司法行政,本科,会计学专业、会计专业、财务管理专业、审计学专业,1.0,1.0,64.0,65.0
106557,2015,90031,六安,中共六安市叶集区委组织部区党员电化教育中心,机关文秘,本科,不限,1.0,6.0,49.0,74.0
106558,2014,90032,六安,中共六安市叶集区委组织部区党员电化教育中心,机关文秘,本科,文学门类、理学门类、工学门类,2.0,1.0,70.0,76.0
106559,2018,90033,六安,叶集区市场监管局,市场监管,本科,不限,1.0,138.0,55.0,72.0
106560,2019,90034,六安,叶集区市场监管局,市场监管,本科,不限,1.0,155.0,76.0,78.0
106561,2018,90035,六安,叶集区司法局,司法行政,本科,法学类,4.0,1.0,53.0,73.0
106562,2019,90036,六安,叶集区司法局,司法行政,本科,法学类,1.0,26.0,66.0,62.0
106563,2015,90037,六安,中共霍邱县委组织部,机关文秘,本科,文学门类,1.0,54.0,64.0,71.0
106564,2016,90038,六安,中共霍邱县委宣传部,机关文秘,本科,中国语言文学类、新闻传播学类、思想政治教育专业,1.0,64.0,61.0,75.0
106565,2016,90039,六安,中共霍邱县委统一战线工作部,机关文秘,本科,不限,1.0,29.0,63.0,75.0
106566,2018,90040,六安,中共霍邱县委机构编制委员会办公室,机构编制管理,本科,不限,3.0,25.0,81.0,73.0
106567,2019,90041,六安,中共霍邱县委组织部县党员电化教育中心,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业,1.0,1.0,52.0,70.0
106568,2016,90042,六安,霍邱县人民政府办公室,机关文秘,本科,中国语言文学类,1.0,1.0,68.0,62.0
106569,2018,90043,六安,霍邱县人民政府办公室,政策法规,本科,法学类,2.0,94.0,59.0,67.0
106570,2013,90044,六安,霍邱县教育局,教育管理,本科,管理科学专业、信息管理与信息系统专业、行政管理专业,1.0,128.0,66.0,75.0
106571,2017,90045,六安,霍邱县科学技术局,机关文秘,本科,中国语言文学类、外国语言文学类,1.0,1.0,58.0,77.0
106572,2013,90046,六安,霍邱县经济和信息化局,经济管理,本科,经济学类,2.0,50.0,86.0,69.0
106573,2014,90047,六安,霍邱县财政局,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业,1.0,14.0,61.0,62.0
106574,2018,90048,六安,霍邱县司法局,行政复议,本科,法学类,1.0,1.0,62.0,66.0
106575,2022,90049,六安,霍邱县司法局,机关文秘,本科,中国语言文学类,1.0,10.0,52.0,74.0
106576,2016,90050,六安,霍邱县司法局,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业,1.0,1.0,70.0,67.0
106577,2019,90051,六安,霍邱县人力资源和社会保障局,机关文秘,本科,中国语言文学类,2.0,46.0,55.0,76.0
106578,2016,90052,六安,霍邱县住房和城乡建设局,机关文秘,本科,中国语言文学类,2.0,9.0,59.0,67.0
106579,2022,90053,六安,霍邱县交通运输局,机关文秘,本科,中国语言文学类、新闻传播学类、思想政治教育专业、政治学与行政学专业,2.0,102.0,67.0,69.0
106580,2018,90054,六安,霍邱县农业农村局,机关文秘,本科,中国语言文学类,1.0,53.0,74.0,77.0
106581,2017,90055,六安,霍邱县水利局,组织人事,本科,中国语言文学类,3.0,88.0,70.0,67.0
106582,2013,90056,六安,霍邱县文化旅游体育局,机关文秘,本科,文学门类,1.0,112.0,92.0,74.0
106583,2019,90057,六安,霍邱县卫生健康委员会,卫生健康管理,本科,公共事业管理专业、健康服务与管理专业、养老服务管理专业,1.0,39.0,77.0,78.0
106584,2022,90058,六安,霍邱县卫生健康委员会,医政医管,本科,临床医学类,1.0,1.0,67.0,70.0
106585,2016,90059,六安,霍邱县审计局,审计,本科,审计学专业、会计学专业、会计专业、财务管理专业,2.0,48.0,62.0,76.0
106586,2022,90060,六安,霍邱县市场监督管理局,市场监管,本科,法学类,3.0,1.0,46.0,57.0
106587,2015,90061,六安,霍邱县市场监督管理局,市场监管,本科,中国语言文学类,4.0,24.0,54.0,68.0
106588,2018,90062,六安,霍邱县市场监督管理局,市场监管,本科,法学类,1.0,1.0,44.0,64.0
106589,2013,90063,六安,霍邱县市场监督管理局,市场监管,本科,法学类,3.0,46.0,79.0,65.0
106590,2020,90064,六安,霍邱县市场监督管理局,市场监管,本科,药学类,1.0,1.0,82.0,73.0
106591,2017,90065,六安,霍邱县市场监督管理局,市场监管,本科,机械类,1.0,6.0,52.0,76.0
106592,2015,90066,六安,霍邱县市场监督管理局,市场监管,本科,食品科学与工程专业、食品质量与安全专业、食品安全与检测专业,3.0,119.0,66.0,70.0
106593,2022,90067,六安,霍邱县市场监督管理局,市场监管,本科,不限,4.0,137.0,82.0,79.0
106594,2022,90068,六安,霍邱县市场监督管理局,市场监管,本科,不限,3.0,4.0,64.0,64.0
106595,2016,90069,六安,霍邱县医疗保障局,医保基金监管,本科,法学专业、法律专业、医疗保险专业、保险学专业,3.0,1.0,58.0,67.0
106596,2018,90070,六安,霍邱经济开发区管委会,机关文秘,本科,不限,2.0,104.0,86.0,73.0
106597,2019,90071,六安,霍邱县供销合作社联合社,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业、金融学专业,1.0,67.0,74.0,70.0
106598,2013,90072,六安,中共舒城县纪律检查委员会舒城县监察委员会机关,纪检监察,本科,经济学类、金融学类、政治学类、中国语言文学类,3.0,143.0,91.0,80.0
106599,2018,90073,六安,中共舒城县纪律检查委员会舒城县监察委员会机关,纪检监察,本科,法学类（不含特设专业）,1.0,1.0,42.0,65.0
106600,2017,90074,六安,中共舒城县委统一战线工作部,机关文秘,本科,马克思主义理论类、中国语言文学类,1.0,1.0,69.0,67.0
106601,2014,90075,六安,舒城县归国华侨联合会,机关文秘,本科,法学类、汉语言文学专业、秘书学专业,2.0,45.0,77.0,77.0
106602,2018,90076,六安,舒城县档案馆,档案管理,本科,计算机类,1.0,1.0,76.0,72.0
106603,2015,90077,六安,舒城县科学技术局,综合管理,本科,法学类（不含特设专业）,1.0,24.0,84.0,75.0
106604,2017,90078,六安,舒城县民政局,信息技术,本科,计算机类,3.0,1.0,69.0,68.0
106605,2019,90079,六安,舒城县民政局,机关文秘,本科,中国语言文学类,1.0,1.0,63.0,66.0
106606,2021,90080,六安,舒城县司法局,司法行政,本科,不限,1.0,99.0,67.0,69.0
106607,2013,90081,六安,舒城县财政局,财务规划,本科,经济学类、金融学类,1.0,43.0,65.0,75.0
106608,2021,90082,六安,舒城县财政局,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业,3.0,78.0,54.0,75.0
106609,2020,90083,六安,舒城县人力资源和社会保障局,机关文秘,本科,不限,4.0,85.0,54.0,72.0
106610,2019,90084,六安,舒城县自然资源和规划局,政策法规,本科,法学类（不含特设专业）,1.0,61.0,66.0,61.0
106611,2017,90085,六安,舒城县自然资源和规划局,土地资源管理,本科,地质学类、测绘类、土地资源管理专业、土地整治工程专业,1.0,53.0,58.0,71.0
106612,2014,90086,六安,舒城县住房和城乡建设局,城建管理,本科,土木类、交通工程专业,1.0,1.0,59.0,77.0
106613,2016,90087,六安,舒城县农业农村局,机关文秘,本科,中国语言文学类、新闻传播学类,3.0,1.0,62.0,81.0
106614,2018,90088,六安,舒城县农业农村局,综合管理,本科,农学门类,1.0,137.0,57.0,68.0
106615,2016,90089,六安,舒城县农业农村局,农业工程管理,本科,农业资源与环境专业、生物质科学与工程专业、农学专业,1.0,1.0,57.0,73.0
106616,2016,90090,六安,舒城县水利局,工程管理,本科,土木类、水利水电工程专业、水务工程专业,1.0,1.0,47.0,79.0
106617,2022,90091,六安,舒城县卫生健康委员会,信息管理,本科,计算机科学与技术专业、网络工程专业、软件工程专业,1.0,1.0,77.0,68.0
106618,2015,90092,六安,舒城县卫生健康委员会,卫生健康管理,本科,医学门类,1.0,79.0,83.0,65.0
106619,2014,90093,六安,舒城县审计局,审计,本科,审计学专业、会计学专业、会计专业、财务管理专业,3.0,88.0,88.0,79.0
106620,2016,90094,六安,舒城县市场监督管理局,市场监管,本科,不限,5.0,119.0,82.0,67.0
106621,2019,90095,六安,舒城县市场监督管理局,市场监管,本科,法学类、计算机类、管理科学与工程类、汉语言文学专业,7.0,72.0,57.0,73.0
106622,2016,90096,六安,舒城县林业局,林业管理,本科,法学类（不含特设专业）,3.0,1.0,68.0,75.0
106623,2021,90097,六安,舒城县医疗保障局,机关文秘,本科,中国语言文学类、新闻传播学类,1.0,30.0,63.0,70.0
106624,2016,90098,六安,舒城万佛湖水源保护和旅游管理委员会,旅游管理,本科,旅游管理类,3.0,96.0,59.0,71.0
106625,2016,90099,六安,舒城县供销合作社联合社,机关事务,本科,中国语言文学类、经济学类、经济与贸易类,1.0,120.0,63.0,80.0
106626,2014,90100,六安,中共金寨县委办公室,机关综合,本科,不限,1.0,5.0,54.0,73.0
106627,2016,90101,六安,金寨县人大常委会机关　,机关文秘,本科,汉语言文学专业、秘书学专业、法学专业、法律专业,1.0,24.0,52.0,69.0
106628,2016,90102,六安,中共金寨县委党史和地方志研究室（县红色文化研究中心、金寨县档案馆）,史志编研,本科,不限,2.0,81.0,73.0,66.0
106629,2015,90103,六安,金寨县人民政府办公室,机关文秘,本科,不限,1.0,85.0,77.0,80.0
106630,2022,90104,六安,金寨县人力资源和社会保障局,就业创业管理,本科,不限,1.0,46.0,61.0,81.0
106631,2020,90105,六安,金寨县卫生健康委员会,信息规划,本科,电子信息工程专业、信息工程专业、电子信息科学与技术专业,2.0,34.0,67.0,79.0
106632,2019,90106,六安,金寨县市场监督管理局,市场监管,本科,法学类,2.0,58.0,70.0,63.0
106633,2021,90107,六安,金寨县市场监督管理局,市场监管,本科,不限,3.0,1.0,59.0,67.0
106634,2018,90108,六安,金寨县市场监督管理局,市场监管,本科,不限,1.0,136.0,75.0,66.0
106635,2019,90109,六安,金寨县市场监督管理局,市场监管,本科,食品科学与工程类,1.0,106.0,84.0,66.0
106636,2019,90110,六安,金寨县市场监督管理局,市场监管,本科,药学类,1.0,11.0,67.0,68.0
106637,2017,90111,六安,金寨县文化旅游体育局,文旅监管,本科,建筑学专业、历史建筑保护工程专业、城乡规划专业、风景园林专业,1.0,58.0,70.0,70.0
106638,2021,90112,六安,金寨县交通运输局,综合管理,本科,不限,1.0,90.0,75.0,78.0
106639,2016,90113,六安,金寨县应急管理局,应急处置与执法,本科,不限,4.0,1.0,55.0,68.0
106640,2014,90114,六安,金寨县司法局,司法行政,本科,法学类,1.0,1.0,49.0,66.0
106641,2016,90115,六安,金寨县司法局,司法行政,本科,不限,1.0,86.0,81.0,66.0
106642,2014,90116,六安,金寨县司法局,司法行政,本科,法学类,4.0,1.0,47.0,68.0
106643,2022,90117,六安,金寨县司法局,司法行政,本科,法学类,2.0,78.0,78.0,68.0
106644,2018,90118,六安,金寨县投资创业中心,综合管理,本科,不限,2.0,116.0,84.0,72.0
106645,2019,90119,六安,金寨县供销合作社联合社,综合管理,本科,中国语言文学类,1.0,20.0,87.0,69.0
106646,2017,90120,六安,中共霍山县纪律检查委员会霍山县监察委员会机关,纪检监察,本科,不限,5.0,1.0,57.0,68.0
106647,2016,90121,六安,中共霍山县纪律检查委员会霍山县监察委员会机关,财务管理,本科,会计学专业、会计专业、财务会计教育专业、审计学专业,1.0,4.0,60.0,78.0
106648,2022,90122,六安,中共霍山县纪律检查委员会霍山县监察委员会机关,纪检监察,本科,侦查学专业、经济犯罪侦查专业、公安情报学专业,4.0,1.0,38.0,63.0
106649,2017,90123,六安,中共霍山县纪律检查委员会霍山县监察委员会派驻机构,纪检监察,本科,法学类,7.0,1.0,70.0,70.0
106650,2019,90124,六安,霍山县发展和改革委员会,经济管理,本科,经济学门类,1.0,1.0,89.0,80.0
106651,2022,90125,六安,霍山县财政局,财政管理,本科,财政学专业、会计学专业、会计专业、审计学专业、财务管理专业,2.0,1.0,74.0,69.0
106652,2019,90126,六安,霍山县人力资源和社会保障局,法律综合,本科,法学专业、法律专业、知识产权专业、信用风险管理与法律防控专业,4.0,17.0,79.0,70.0
106653,2022,90127,六安,霍山县司法局,司法行政,本科,法学类,2.0,94.0,76.0,62.0
106654,2022,90128,六安,霍山县市场监督管理局,市场监管,专科,不限,5.0,1.0,47.0,64.0
106655,2019,90129,六安,霍山县市场监督管理局,市场监管,本科,药学类、生物工程类,5.0,1.0,82.0,68.0
106656,2018,90130,六安,霍山县市场监督管理局,市场监管,本科,法学类,6.0,70.0,72.0,65.0
106657,2015,90131,六安,霍山县市场监督管理局,市场监管,本科,机械工程专业、机械设计制造及其自动化专业、能源与动力工程专业,1.0,51.0,55.0,70.0
106658,2020,90132,六安,霍山县市场监督管理局,市场监管,本科,食品科学与工程类,1.0,1.0,80.0,67.0
106659,2019,90133,六安,六安市公安局,人民警察,本科,不限,2.0,1.0,75.0,66.0
106660,2022,90134,六安,六安市公安局,人民警察,本科,法学类,1.0,107.0,57.0,59.0
106661,2013,90135,六安,六安市公安局,网络安全管理★,本科,软件工程专业、网络工程专业、网络安全与执法专业、信息安全专业、数据科学与大数据技术专业、计算机科学与技术专业,5.0,65.0,47.0,68.0
106662,2019,90136,六安,六安市公安局,刑事技术★,本科,化学类、物理学类、生物科学类,4.0,1.0,56.0,72.0
106663,2020,90137,六安,六安市公安局,人民警察,本科,化学类、弹药工程与爆炸技术专业,2.0,112.0,71.0,63.0
106664,2020,90138,六安,六安市公安局,人民警察,本科,汉语言文学专业、汉语言专业、新闻学专业,1.0,1.0,63.0,64.0
106665,2019,90139,六安,金寨县公安局,人民警察,本科,不限,1.0,35.0,81.0,71.0
106666,2018,90140,六安,金寨县公安局,人民警察,专科,不限,5.0,250.0,79.0,74.0
106667,2017,90141,六安,金寨县公安局,人民警察,专科,研究生：公安学（一级学科）、公安技术（一级学科）；本科：侦查学专业、治安学专业、交通管理工程专业、刑事科学技术专业、网络安全与执法专业、警务指挥与战术专业；专科：刑事侦查专业、治安管理专业、交通管理专业、刑事科学技术专业、信息网络安全监察专业、警察指挥与战术专业、特警专业,6.0,4.0,47.0,72.0
106668,2021,90142,六安,金寨县公安局,人民警察,本科,不限,1.0,45.0,59.0,61.0
106669,2016,90143,六安,舒城县公安局,刑事技术★,本科,计算机类、刑事科学技术专业、物理学专业,3.0,38.0,53.0,73.0
106670,2022,90144,六安,舒城县公安局,人民警察,本科,不限,3.0,1.0,75.0,69.0
106671,2013,90145,六安,舒城县公安局,人民警察,专科,不限,7.0,143.0,65.0,71.0
106672,2021,90146,六安,舒城县公安局,人民警察,专科,研究生：公安学（一级学科）、公安技术（一级学科）；本科：侦查学专业、治安学专业、交通管理工程专业、刑事科学技术专业、网络安全与执法专业、警务指挥与战术专业；专科：刑事侦查专业、治安管理专业、交通管理专业、刑事科学技术专业、信息网络安全监察专业、警察指挥与战术专业、特警专业,4.0,103.0,41.0,74.0
106673,2016,90147,六安,舒城县公安局,人民警察,专科,不限,1.0,75.0,70.0,68.0
106674,2022,90148,六安,霍山县公安局,法医★,本科,法医学类、临床医学专业,2.0,81.0,60.0,70.0
106675,2014,90149,六安,霍山县公安局,信息通信★,本科,计算机类,5.0,1.0,62.0,70.0
106676,2019,90150,六安,霍山县公安局,人民警察,本科,会计学专业、会计专业、财务管理专业、审计学专业,2.0,63.0,48.0,67.0
106677,2018,90151,六安,霍山县公安局,人民警察,本科,汉语言文学专业、汉语言专业、新闻学专业,1.0,23.0,62.0,65.0
106678,2018,90152,六安,霍山县公安局,人民警察,本科,不限,2.0,109.0,76.0,67.0
106679,2021,90153,六安,霍邱县公安局,人民警察,本科,法学类,3.0,1.0,65.0,61.0
106680,2021,90154,六安,霍邱县公安局,人民警察,本科,法学类,5.0,28.0,54.0,75.0
106681,2016,90155,六安,霍邱县公安局,网络安全管理★,本科,计算机类,5.0,60.0,70.0,77.0
106682,2013,90156,六安,霍邱县公安局,人民警察,本科,新闻传播学类,1.0,62.0,43.0,62.0
106683,2015,90157,六安,霍邱县公安局,人民警察,本科,土木工程专业、建筑学专业、工程管理专业,1.0,82.0,49.0,67.0
106684,2018,90158,六安,霍邱县公安局,人民警察,本科,金融学专业、会计学专业、会计专业、审计学专业,1.0,3.0,82.0,68.0
106685,2017,90159,六安,霍邱县公安局,人民警察,专科,不限,2.0,1.0,69.0,72.0
106686,2015,90160,六安,霍邱县公安局,人民警察,专科,研究生：公安学（一级学科）、公安技术（一级学科）；本科：侦查学专业、治安学专业、交通管理工程专业、刑事科学技术专业、网络安全与执法专业、警务指挥与战术专业；专科：刑事侦查专业、治安管理专业、交通管理专业、刑事科学技术专业、信息网络安全监察专业、警察指挥与战术专业、特警专业,2.0,15.0,67.0,72.0
106687,2022,90161,六安,霍邱县公安局,人民警察,专科,不限,4.0,106.0,80.0,69.0
106688,2020,90162,六安,六安市中级人民法院,法官助理,本科,法学类,2.0,1.0,51.0,73.0
106689,2014,90163,六安,六安市金安区人民法院,法官助理,本科,法学类,6.0,12.0,65.0,73.0
106690,2015,90164,六安,六安市金安区人民法院,法官助理,本科,法学类,1.0,1.0,78.0,71.0
106691,2017,90165,六安,六安市裕安区人民法院,法官助理,本科,法学类,4.0,22.0,87.0,71.0
106692,2017,90166,六安,霍邱县人民法院,法官助理,本科,法学类（不含特设专业）,3.0,66.0,70.0,64.0
106693,2018,90167,六安,霍邱县人民法院,综合文字,本科,法学类、政治学类、中国语言文学类、新闻传播学类,3.0,98.0,57.0,74.0
106694,2021,90168,六安,霍邱县人民法院,综合文字,本科,不限,1.0,1.0,88.0,72.0
106695,2014,90169,六安,霍邱县人民法院,司法警察,专科,不限,2.0,1.0,51.0,68.0
106696,2015,90170,六安,金寨县人民法院,司法警察,专科,不限,4.0,61.0,82.0,68.0
106697,2018,90171,六安,金寨县人民法院,司法警察,专科,不限,4.0,1.0,61.0,61.0
106698,2016,90172,六安,金寨县人民法院,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业,4.0,1.0,60.0,63.0
106699,2016,90173,六安,金寨县人民法院,法官助理,本科,法学类（不含特设专业）,5.0,20.0,57.0,67.0
106700,2019,90174,六安,霍山县人民法院,法官助理,本科,法学类（不含特设专业）,2.0,1.0,72.0,66.0
106701,2014,90175,六安,霍山县人民法院,综合业务,本科,法学类,1.0,1.0,59.0,62.0
106702,2017,90176,六安,霍山县人民法院,司法警察,专科,不限,1.0,1.0,70.0,59.0
106703,2018,90177,六安,舒城县人民法院,法官助理,本科,法学类（不含特设专业）,3.0,1.0,78.0,80.0
106704,2020,90178,六安,舒城县人民法院,综合文字,本科,中国语言文学类、新闻传播学类,3.0,1.0,55.0,85.0
106705,2013,90179,六安,舒城县人民法院,综合文字,本科,不限,3.0,22.0,73.0,64.0
106706,2019,90180,六安,霍邱县人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,78.0,70.0,74.0
106707,2016,90181,六安,霍邱县人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,1.0,82.0,73.0
106708,2017,90182,六安,舒城县人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,20.0,78.0,73.0
106709,2022,90183,六安,舒城县人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,77.0,65.0,64.0
106710,2020,90184,六安,舒城县人民检察院,司法行政人员,本科,不限,1.0,25.0,61.0,69.0
106711,2014,90185,六安,金寨县人民检察院,检察官助理,本科,法学类(不含特设专业),4.0,84.0,64.0,62.0
106712,2017,90186,六安,金寨县人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,28.0,87.0,73.0
106713,2019,90187,六安,金寨县人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,97.0,82.0,76.0
106714,2019,90188,六安,金寨县人民检察院,司法行政人员,本科,中国语言文学类、新闻传播学类、行政管理专业,2.0,1.0,65.0,71.0
106715,2015,90189,六安,金寨县人民检察院,司法行政人员,本科,不限,3.0,29.0,60.0,74.0
106716,2018,90190,六安,霍山县人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,1.0,77.0,66.0
106717,2020,90191,六安,六安市金安区人民检察院,检察官助理,本科,法学类(不含特设专业),2.0,71.0,77.0,70.0
106718,2022,90192,六安,六安市金安区人民检察院,司法行政人员,本科,计算机类,2.0,126.0,58.0,75.0
106719,2019,90193,六安,六安市金安区人民检察院,司法行政人员,本科,法学类、秘书学专业,1.0,97.0,63.0,70.0
106720,2016,90194,六安,六安市裕安区人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,17.0,50.0,75.0
106721,2018,90195,六安,六安市裕安区人民检察院,检察官助理,本科,法学类(不含特设专业),2.0,1.0,52.0,74.0
106722,2013,90196,六安,六安市叶集区人民检察院,检察官助理,本科,法学类(不含特设专业),4.0,1.0,46.0,75.0
106723,2021,90197,六安,六安市叶集区人民检察院,司法行政人员,本科,会计学专业、会计专业、财务管理专业、审计学专业,1.0,109.0,80.0,70.0
106724,2016,90198,六安,金安区乡镇机关,乡镇管理,专科,不限,5.0,67.0,70.0,74.0
106725,2015,90199,六安,金安区乡镇机关,乡镇管理,专科,不限,7.0,199.0,76.0,68.0
106726,2022,90200,六安,金安区乡镇机关,乡镇管理,专科,不限,3.0,364.0,79.0,74.0
106727,2014,90201,六安,金安区乡镇机关,乡镇管理,专科,不限,4.0,27.0,86.0,77.0
106728,2021,90202,六安,裕安区乡镇机关,乡镇管理,本科,不限,5.0,1.0,64.0,69.0
106729,2013,90203,六安,裕安区乡镇机关,乡镇管理,本科,不限,8.0,298.0,61.0,75.0
